,hippieName,entry,geneID
10611,CUZD1_HUMAN,Q86UP6,50624;
10612,KLD7B_HUMAN,Q96G42,113730;
10613,STK31_HUMAN,Q9BXU1,56164;
10614,LST8_HUMAN,Q9BVC4,64223;
10615,CRIPT_HUMAN,Q9P021,9419;
10616,TPO_HUMAN,P40225,7066;
10617,COSA1_HUMAN,Q2UY09,340267;
10618,TRIM6_HUMAN,Q9C030,117854;
10619,IF2B2_HUMAN,Q9Y6M1,10644;
10620,ABT1_HUMAN,Q9ULW3,29777;
10621,GXLT1_HUMAN,Q4G148,283464;
10622,SH3B4_HUMAN,Q9P0V3,23677;
10623,UB2V1_HUMAN,Q13404,387522;7335;
10624,GEMI8_HUMAN,Q9NWZ8,54960;
10625,PEX5R_HUMAN,Q8IYB4,51555;
10626,PREB_HUMAN,Q9HCU5,10113;
10627,B3GL2_HUMAN,Q8NCR0,148789;
10628,MGP_HUMAN,P08493,4256;
10629,LPP3_HUMAN,O14495,8613;
10630,CDCA4_HUMAN,Q9BXL8,55038;
10631,LIRB1_HUMAN,Q8NHL6,10859;
10632,S2547_HUMAN,Q6Q0C1,283600;
10633,NNRD_HUMAN,Q8IW45,55739;
10634,TM159_HUMAN,Q96B96,57146;
10635,F176B_HUMAN,Q9NVM1,55194;
10636,CB088_HUMAN,Q9BSF0,84281;
10637,S39A3_HUMAN,Q9BRY0,29985;
10638,APLD1_HUMAN,Q96LR9,81575;
10639,LRC52_HUMAN,Q8N7C0,440699;
10640,PDRG1_HUMAN,Q9NUG6,81572;
10641,5HT1B_HUMAN,P28222,3351;
10642,ZSWM1_HUMAN,Q9BR11,90204;
10643,RGS5_HUMAN,O15539,8490;
10644,GIPC1_HUMAN,O14908,10755;
10645,CA105_HUMAN,O95561,92346;
10646,MD13L_HUMAN,Q71F56,23389;
10647,TBCD8_HUMAN,O95759,11138;
10648,RBBP6_HUMAN,Q7Z6E9,5930;
10649,AP2C_HUMAN,Q92754,7022;
10650,MA1A1_HUMAN,P33908,4121;
10651,I17EL_HUMAN,Q6ZVW7,400935;
10652,TACD2_HUMAN,P09758,4070;
10653,NUP50_HUMAN,Q9UKX7,10762;
10654,HSP72_HUMAN,P54652,3306;
10655,F176A_HUMAN,Q9H8M9,84141;
10656,NTRI_HUMAN,Q9P121,50863;
10657,KRT36_HUMAN,O76013,8689;
10658,SIGL7_HUMAN,Q9Y286,27036;
10659,CO039_HUMAN,Q6ZRI6,56905;
10660,TRFM_HUMAN,P08582,4241;
10661,LMA1L_HUMAN,Q9HAT1,79748;
10662,MASP1_HUMAN,P48740,5648;
10663,NUPL2_HUMAN,O15504,11097;
10664,CLNK_HUMAN,Q7Z7G1,116449;
10665,S30BP_HUMAN,Q9UHR5,29115;
10666,NUD15_HUMAN,Q9NV35,55270;
10667,KSR2_HUMAN,Q6VAB6,283455;
10668,SFR1_HUMAN,Q86XK3,119392;
10669,CCDC6_HUMAN,Q16204,8030;
10670,NU4M_HUMAN,P03905,4538;
10671,RU17_HUMAN,P08621,6625;
10672,FP100_HUMAN,Q0VG06,80233;
10673,KAPCG_HUMAN,P22612,5568;
10674,CTLA4_HUMAN,P16410,1493;
10675,BBIP1_HUMAN,A8MTZ0,92482;
10676,PNML2_HUMAN,Q9ULN7,57469;
10677,CA021_HUMAN,Q9H246,81563;
10678,TEX2_HUMAN,Q8IWB9,55852;
10679,CARD6_HUMAN,Q9BX69,84674;
10680,ARHL2_HUMAN,Q9NX46,54936;
10681,FRAT1_HUMAN,Q92837,10023;
10682,PCDG9_HUMAN,Q9Y5G4,56107;
10683,LPAL2_HUMAN,Q16609,
10684,A20A5_HUMAN,A0PJZ0,
10685,SESQ2_HUMAN,Q6ICB4,150368;
10686,BEX3_HUMAN,Q00994,27018;
10687,INGR2_HUMAN,P38484,3460;
10688,MZF1_HUMAN,P28698,7593;
10689,LZTL1_HUMAN,Q9NQ48,54585;
10690,SAC31_HUMAN,A6NKF1,
10691,PUR8_HUMAN,P30566,158;
10692,TMM33_HUMAN,P57088,55161;
10693,TYK2_HUMAN,P29597,7297;
10694,CSH_HUMAN,P0DML2,1442;
10695,SO3A1_HUMAN,Q9UIG8,28232;
10696,SIA8A_HUMAN,Q92185,6489;
10697,CIB3_HUMAN,Q96Q77,117286;
10698,PIR_HUMAN,O00625,8544;
10699,FABP7_HUMAN,O15540,2173;
10700,ASTN1_HUMAN,O14525,460;
10701,NIBL1_HUMAN,Q96TA1,64855;
10702,DYLT1_HUMAN,P63172,6993;
10703,WTIP_HUMAN,A6NIX2,126374;
10704,ITIH2_HUMAN,P19823,3698;
10705,TOIP2_HUMAN,Q8NFQ8,163590;
10706,ADDG_HUMAN,Q9UEY8,120;
10707,PCDC2_HUMAN,Q9Y5I4,56134;
10708,N2DL1_HUMAN,Q9BZM6,80329;
10709,BORG2_HUMAN,Q9UKI2,10602;
10710,ANM2_HUMAN,P55345,3275;
10711,ZN653_HUMAN,Q96CK0,115950;
10712,NR1D2_HUMAN,Q14995,9975;
10713,STEA3_HUMAN,Q658P3,55240;
10714,4EBP3_HUMAN,O60516,8637;
10715,ITB3_HUMAN,P05106,3690;
10716,PTPRB_HUMAN,P23467,5787;
10717,EMX2_HUMAN,Q04743,2018;
10718,CQ105_HUMAN,B2RV13,284067;
10719,PI4P1_HUMAN,Q8N8J0,
10720,MUC5A_HUMAN,P98088,4586;
10721,DDX11_HUMAN,Q96FC9,1663;
10722,MTOR_HUMAN,P42345,2475;
10723,NJMU_HUMAN,Q9HAS0,64149;
10724,ITM2C_HUMAN,Q9NQX7,81618;
10725,PIM2_HUMAN,Q9P1W9,11040;
10726,FA45A_HUMAN,Q8TCE6,404636;
10727,RM02_HUMAN,Q5T653,51069;
10728,K1C15_HUMAN,P19012,3866;
10729,IDLC_HUMAN,O14645,7802;
10730,PTER_HUMAN,Q96BW5,9317;
10731,OR2T1_HUMAN,O43869,26696;
10732,KCNA5_HUMAN,P22460,3741;
10733,STA5B_HUMAN,P51692,6777;
10734,DFNA5_HUMAN,O60443,1687;
10735,AT8A2_HUMAN,Q9NTI2,51761;
10736,SRBD1_HUMAN,Q8N5C6,55133;
10737,GDPD4_HUMAN,Q6W3E5,220032;
10738,ZN569_HUMAN,Q5MCW4,148266;
10739,FA10_HUMAN,P00742,2159;
10740,WFKN2_HUMAN,Q8TEU8,124857;
10741,P2RX1_HUMAN,P51575,5023;
10742,SYTL1_HUMAN,Q8IYJ3,84958;
10743,TSC21_HUMAN,Q96LM6,200523;
10744,P3_HUMAN,P09131,8273;
10745,MCI_HUMAN,D6RGH6,345643;
10746,NOL10_HUMAN,Q9BSC4,79954;
10747,FBSL_HUMAN,Q9HCM7,57666;
10748,FAIM3_HUMAN,O60667,9214;
10749,WIPI4_HUMAN,Q9Y484,11152;
10750,SGTB_HUMAN,Q96EQ0,54557;
10751,ORC2_HUMAN,Q13416,4999;
10752,SYWM_HUMAN,Q9UGM6,10352;
10753,PDK3_HUMAN,Q15120,5165;
10754,TUSC2_HUMAN,O75896,11334;
10755,MOB3A_HUMAN,Q96BX8,126308;
10756,PPIA_HUMAN,P62937,5478;
10757,IMMT_HUMAN,Q16891,10989;
10758,DLGP3_HUMAN,O95886,58512;
10759,CCDC8_HUMAN,Q9H0W5,83987;
10760,DPYS_HUMAN,Q14117,1807;
10761,GATB_HUMAN,O75879,5188;
10762,MACOI_HUMAN,Q8N5G2,55219;
10763,WDR35_HUMAN,Q9P2L0,57539;
10764,ZC3HD_HUMAN,Q5T200,23091;
10765,SPXN_HUMAN,Q9BT56,80763;
10766,CN080_HUMAN,Q86SX3,283643;
10767,AMPQ_HUMAN,Q6Q4G3,206338;
10768,TIE2_HUMAN,Q02763,7010;
10769,RM03_HUMAN,P09001,11222;
10770,NADL2_HUMAN,Q58DX5,254827;
10771,SYDE2_HUMAN,Q5VT97,84144;
10772,CA182_HUMAN,Q96A04,128229;
10773,CI163_HUMAN,Q8N9P6,158055;
10774,KIFC2_HUMAN,Q96AC6,90990;
10775,O51L1_HUMAN,Q8NGJ5,119682;
10776,FLRT1_HUMAN,Q9NZU1,23769;
10777,BNC1_HUMAN,Q01954,646;
10778,FANCG_HUMAN,O15287,2189;
10779,AT1B4_HUMAN,Q9UN42,23439;
10780,RBEL1_HUMAN,Q3YEC7,55684;
10781,LOXL1_HUMAN,Q08397,4016;
10782,SL9A5_HUMAN,Q14940,6553;
10783,UBR5_HUMAN,O95071,51366;
10784,ERH_HUMAN,P84090,2079;
10785,GGT7_HUMAN,Q9UJ14,2686;
10786,SPDLY_HUMAN,Q96EA4,54908;
10787,GOGA7_HUMAN,Q7Z5G4,51125;
10788,RDH13_HUMAN,Q8NBN7,112724;
10789,KLDC1_HUMAN,Q8N7A1,122773;
10790,HMR1_HUMAN,Q95460,3140;
10791,RN103_HUMAN,O00237,7844;
10792,PHF19_HUMAN,Q5T6S3,26147;
10793,CTRB2_HUMAN,Q6GPI1,440387;
10794,TNR21_HUMAN,O75509,27242;
10795,HSPB9_HUMAN,Q9BQS6,94086;
10796,ATPK_HUMAN,P56134,9551;
10797,ZN433_HUMAN,Q8N7K0,163059;
10798,CPSF2_HUMAN,Q9P2I0,53981;
10799,TTPA_HUMAN,P49638,7274;
10800,LYOX_HUMAN,P28300,4015;
10801,EFR3B_HUMAN,Q9Y2G0,22979;
10802,RB27B_HUMAN,O00194,5874;
10803,UCHL3_HUMAN,P15374,7347;
10804,HDGF_HUMAN,P51858,3068;
10805,ACHB2_HUMAN,P17787,1141;
10806,PP14A_HUMAN,Q96A00,94274;
10807,VP26B_HUMAN,Q4G0F5,112936;
10808,NYX_HUMAN,Q9GZU5,60506;
10809,ROM1_HUMAN,Q03395,6094;
10810,TASP1_HUMAN,Q9H6P5,55617;
10811,HRH3_HUMAN,Q9Y5N1,11255;
10812,FA26D_HUMAN,Q5JW98,221301;
10813,ZSWM7_HUMAN,Q19AV6,125150;
10814,ATS1_HUMAN,Q9UHI8,9510;
10815,SOS2_HUMAN,Q07890,6655;
10816,CSRP3_HUMAN,P50461,8048;
10817,SLAP1_HUMAN,Q13239,6503;
10818,ZN167_HUMAN,Q9P0L1,55888;
10819,RAB21_HUMAN,Q9UL25,23011;
10820,PERQ2_HUMAN,Q6Y7W6,26058;
10821,CB068_HUMAN,Q2NKX9,388969;
10822,MYH13_HUMAN,Q9UKX3,8735;
10823,TGM5_HUMAN,O43548,9333;
10824,GAK2_HUMAN,Q7LDI9,
10825,CFAI_HUMAN,P05156,3426;
10826,LHX1_HUMAN,P48742,3975;
10827,PPR21_HUMAN,Q6ZMI0,129285;
10828,STX17_HUMAN,P56962,55014;
10829,RRAS2_HUMAN,P62070,22800;
10830,SPIC_HUMAN,Q8N5J4,121599;
10831,RBM43_HUMAN,Q6ZSC3,375287;
10832,PAN3_HUMAN,Q58A45,255967;
10833,RHG18_HUMAN,Q8N392,93663;
10834,CNO6L_HUMAN,Q96LI5,246175;
10835,MYOF_HUMAN,Q9NZM1,26509;
10836,CEAM8_HUMAN,P31997,1088;
10837,ZFP1_HUMAN,Q6P2D0,162239;
10838,S17A5_HUMAN,Q9NRA2,26503;
10839,RFPL2_HUMAN,O75678,10739;
10840,TMM80_HUMAN,Q96HE8,283232;
10841,NLRC3_HUMAN,Q7RTR2,197358;
10842,BCL10_HUMAN,O95999,8915;
10843,AT7L3_HUMAN,Q14CW9,56970;
10844,ZXDA_HUMAN,P98168,7789;
10845,SHOT1_HUMAN,A0MZ66,57698;
10846,APEX1_HUMAN,P27695,328;
10847,RT16_HUMAN,Q9Y3D3,51021;
10848,NAL11_HUMAN,P59045,204801;
10849,FAK2_HUMAN,Q14289,2185;
10850,UBP34_HUMAN,Q70CQ2,9736;
10851,ZN844_HUMAN,Q08AG5,284391;
10852,SYPL2_HUMAN,Q5VXT5,284612;
10853,ZN593_HUMAN,O00488,51042;
10854,IPO5_HUMAN,O00410,3843;
10855,HP1B3_HUMAN,Q5SSJ5,50809;
10856,RRMJ1_HUMAN,Q9UET6,24140;
10857,TDRD9_HUMAN,Q8NDG6,122402;
10858,KCNS2_HUMAN,Q9ULS6,3788;
10859,LR16A_HUMAN,Q5VZK9,55604;
10860,ARH38_HUMAN,Q9NXL2,54848;
10861,AP2D_HUMAN,Q7Z6R9,83741;
10862,FXL17_HUMAN,Q9UF56,64839;
10863,MN1_HUMAN,Q10571,4330;
10864,IBP1_HUMAN,P08833,3484;
10865,ZBT20_HUMAN,Q9HC78,26137;
10866,LMOD1_HUMAN,P29536,25802;
10867,ZN571_HUMAN,Q7Z3V5,51276;
10868,GOG6B_HUMAN,A6NDN3,55889;
10869,GARL3_HUMAN,Q5VVW2,84253;
10870,CABP1_HUMAN,Q9NZU7,9478;
10871,CA110_HUMAN,Q86UF4,339512;
10872,GPKOW_HUMAN,Q92917,27238;
10873,PKHA4_HUMAN,Q9H4M7,57664;
10874,LSMD1_HUMAN,Q9BRA0,84316;
10875,LUZP4_HUMAN,Q9P127,51213;
10876,PITM3_HUMAN,Q9BZ71,83394;
10877,CS045_HUMAN,Q8NA69,374877;
10878,ZFP37_HUMAN,Q9Y6Q3,7539;
10879,SUMO3_HUMAN,P55854,6612;
10880,SOMA_HUMAN,P01241,2688;
10881,PSDE_HUMAN,O00487,10213;
10882,CENPP_HUMAN,Q6IPU0,401541;
10883,GRP_HUMAN,P07492,2922;
10884,MTP_HUMAN,P55157,4547;
10885,PCBP4_HUMAN,P57723,57060;
10886,PHLB3_HUMAN,Q6NSJ2,653583;
10887,PARI_HUMAN,Q9NWS1,55010;
10888,ZN616_HUMAN,Q08AN1,90317;
10889,RMD2_HUMAN,Q96LZ7,151393;
10890,MKKS_HUMAN,Q9NPJ1,8195;
10891,KCNN4_HUMAN,O15554,3783;
10892,APOA5_HUMAN,Q6Q788,116519;
10893,ERG1_HUMAN,Q14534,6713;
10894,BIK_HUMAN,Q13323,638;
10895,ZSC21_HUMAN,Q9Y5A6,7589;
10896,DCA11_HUMAN,Q8TEB1,80344;
10897,T120B_HUMAN,A0PK00,144404;
10898,CC017_HUMAN,Q6NW34,25871;
10899,LRC15_HUMAN,Q8TF66,131578;
10900,OSGI2_HUMAN,Q9Y236,734;
10901,IRS2_HUMAN,Q9Y4H2,8660;
10902,MNDA_HUMAN,P41218,4332;
10903,MABP1_HUMAN,O60336,23005;
10904,RSAD1_HUMAN,Q9HA92,55316;
10905,TETN_HUMAN,P05452,7123;
10906,Z324B_HUMAN,Q6AW86,388569;
10907,YMEL1_HUMAN,Q96TA2,10730;
10908,FBRS_HUMAN,Q9HAH7,64319;
10909,RN123_HUMAN,Q5XPI4,63891;
10910,RHOU_HUMAN,Q7L0Q8,58480;
10911,LFG2_HUMAN,Q9BWQ8,23017;
10912,WBS22_HUMAN,O43709,114049;
10913,SCD5_HUMAN,Q86SK9,79966;
10914,S35F5_HUMAN,Q8WV83,80255;
10915,MSS4_HUMAN,P47224,5877;
10916,LRC49_HUMAN,Q8IUZ0,54839;
10917,LCK_HUMAN,P06239,3932;
10918,FRS3_HUMAN,O43559,10817;
10919,HIAT1_HUMAN,Q96MC6,64645;
10920,PPR3A_HUMAN,Q16821,5506;
10921,KCAB2_HUMAN,Q13303,8514;
10922,PKHG2_HUMAN,Q9H7P9,64857;
10923,CCD93_HUMAN,Q567U6,54520;
10924,CC135_HUMAN,Q8IY82,84229;
10925,SIA10_HUMAN,Q9Y274,10402;
10926,PON3_HUMAN,Q15166,5446;
10927,ASPP2_HUMAN,Q13625,7159;
10928,GATA2_HUMAN,P23769,2624;
10929,OR4B1_HUMAN,Q8NGF8,119765;
10930,HMGN4_HUMAN,O00479,10473;
10931,JPH3_HUMAN,Q8WXH2,57338;
10932,SMUF2_HUMAN,Q9HAU4,64750;
10933,KAD2_HUMAN,P54819,204;
10934,GCYA3_HUMAN,Q02108,2982;
10935,RGPA2_HUMAN,Q2PPJ7,57186;
10936,S100Z_HUMAN,Q8WXG8,170591;
10937,VRK1_HUMAN,Q99986,7443;
10938,CJ095_HUMAN,Q9H7T3,
10939,METL5_HUMAN,Q9NRN9,29081;
10940,PYGO1_HUMAN,Q9Y3Y4,26108;
10941,RNF31_HUMAN,Q96EP0,55072;
10942,UBQLN_HUMAN,Q8IYU4,143630;
10943,F171B_HUMAN,Q6P995,165215;
10944,CASD1_HUMAN,Q96PB1,64921;
10945,NOTC1_HUMAN,P46531,4851;
10946,PDZD7_HUMAN,Q9H5P4,79955;
10947,PTPA_HUMAN,Q15257,5524;
10948,I22R2_HUMAN,Q969J5,116379;
10949,SYT13_HUMAN,Q7L8C5,57586;
10950,CRFR2_HUMAN,Q13324,1395;
10951,FOSL2_HUMAN,P15408,2355;
10952,CF165_HUMAN,Q8IYR0,154313;
10953,PCDBA_HUMAN,Q9UN67,56126;
10954,ELOV6_HUMAN,Q9H5J4,79071;
10955,RGS8_HUMAN,P57771,85397;
10956,FGL2_HUMAN,Q14314,10875;
10957,PLST_HUMAN,P13797,5358;
10958,RB15B_HUMAN,Q8NDT2,29890;
10959,PPR26_HUMAN,Q5T8A7,9858;
10960,COX5B_HUMAN,P10606,1329;
10961,FA81A_HUMAN,Q8TBF8,145773;
10962,PROX1_HUMAN,Q92786,5629;
10963,SEPT4_HUMAN,O43236,5414;
10964,TF3C6_HUMAN,Q969F1,112495;
10965,DHH_HUMAN,O43323,50846;
10966,COMP_HUMAN,P49747,1311;
10967,ITA9_HUMAN,Q13797,3680;
10968,DC4L1_HUMAN,Q3SXM0,285429;
10969,ADAL_HUMAN,Q6DHV7,161823;
10970,SYDC_HUMAN,P14868,1615;
10971,SDCG3_HUMAN,Q96C92,10807;
10972,ASCC3_HUMAN,Q8N3C0,10973;
10973,NFASC_HUMAN,O94856,23114;
10974,RSLAB_HUMAN,Q96S79,91608;
10975,MRI_HUMAN,Q9BWK5,78996;
10976,ESAM_HUMAN,Q96AP7,90952;
10977,BCAR1_HUMAN,P56945,9564;
10978,CI169_HUMAN,A8MQ03,375791;
10979,F16A1_HUMAN,Q05DH4,729830;
10980,ERG7_HUMAN,P48449,4047;
10981,GRB1L_HUMAN,Q9C091,80000;
10982,SL9A9_HUMAN,Q8IVB4,285195;
10983,PALM3_HUMAN,A6NDB9,342979;
10984,KLKB1_HUMAN,P03952,3818;
10985,NPA1P_HUMAN,O60287,9875;
10986,CXD2_HUMAN,Q9UKL4,57369;
10987,NPM_HUMAN,P06748,4869;
10988,RL1D1_HUMAN,O76021,26156;
10989,CD021_HUMAN,Q86YA3,55345;
10990,IRF4_HUMAN,Q15306,3662;
10991,TM239_HUMAN,Q8WW34,100288797;
10992,GML_HUMAN,Q99445,2765;
10993,NOP14_HUMAN,P78316,8602;
10994,BRD1_HUMAN,O95696,23774;
10995,CPNE8_HUMAN,Q86YQ8,144402;
10996,UB2D3_HUMAN,P61077,7323;
10997,CO7_HUMAN,P10643,730;
10998,LCHN_HUMAN,A4D1U4,57189;
10999,SIR5_HUMAN,Q9NXA8,23408;
11000,LCE1D_HUMAN,Q5T752,353134;
11001,RCAN1_HUMAN,P53805,1827;
11002,NLGNX_HUMAN,Q8N0W4,57502;
11003,CC032_HUMAN,Q9Y2M2,51066;
11004,NEK7_HUMAN,Q8TDX7,140609;
11005,BMR1A_HUMAN,P36894,657;
11006,ZN786_HUMAN,Q8N393,136051;
11007,CRAC1_HUMAN,Q9NQ79,55118;
11008,CL18A_HUMAN,A5D8T8,348174;
11009,GCP2_HUMAN,Q9BSJ2,10844;
11010,3MG_HUMAN,P29372,4350;
11011,ZP3_HUMAN,P21754,7784;
11012,CV040_HUMAN,Q6NVV7,150383;
11013,EFCB5_HUMAN,A4FU69,374786;
11014,GLOD5_HUMAN,A6NK44,392465;
11015,CXCR5_HUMAN,P32302,643;
11016,NAA38_HUMAN,O95777,51691;
11017,MOB3B_HUMAN,Q86TA1,79817;
11018,B2CL2_HUMAN,Q92843,599;
11019,AF1Q_HUMAN,Q13015,10962;
11020,TYSD1_HUMAN,Q2T9J0,219743;
11021,TAF1B_HUMAN,Q53T94,9014;
11022,HS3SA_HUMAN,Q9Y663,9955;
11023,AAPK2_HUMAN,P54646,5563;
11024,CO037_HUMAN,Q8NBB2,
11025,KIF11_HUMAN,P52732,3832;
11026,CD006_HUMAN,Q99440,
11027,ENPP5_HUMAN,Q9UJA9,59084;
11028,HELZ_HUMAN,P42694,9931;
11029,TRPM3_HUMAN,Q9HCF6,80036;
11030,UB2R1_HUMAN,P49427,997;
11031,PPP6_HUMAN,O00743,5537;
11032,LRC41_HUMAN,Q15345,10489;
11033,PGS2_HUMAN,P07585,1634;
11034,LY6D_HUMAN,Q14210,8581;
11035,EMAL3_HUMAN,Q32P44,256364;
11036,DJB12_HUMAN,Q9NXW2,54788;
11037,PSB2_HUMAN,P49721,5690;
11038,SPCS2_HUMAN,Q15005,9789;
11039,TRI54_HUMAN,Q9BYV2,57159;
11040,OGFR_HUMAN,Q9NZT2,11054;
11041,C1GLC_HUMAN,Q96EU7,29071;
11042,5NT1B_HUMAN,Q96P26,100526794;93034;
11043,GDF6_HUMAN,Q6KF10,392255;
11044,STK24_HUMAN,Q9Y6E0,8428;
11045,ADA2B_HUMAN,P18089,151;
11046,CA026_HUMAN,Q5T5J6,54823;
11047,SF3A2_HUMAN,Q15428,8175;
11048,SPB5_HUMAN,P36952,5268;
11049,CQ065_HUMAN,Q495Z4,
11050,WDR53_HUMAN,Q7Z5U6,348793;
11051,H2BFS_HUMAN,P57053,102724334;
11052,LARP6_HUMAN,Q9BRS8,55323;
11053,SO4C1_HUMAN,Q6ZQN7,353189;
11054,BET1L_HUMAN,Q9NYM9,51272;
11055,TBX4_HUMAN,P57082,9496;
11056,SPN90_HUMAN,Q9NZQ3,51517;
11057,HEXB_HUMAN,P07686,3074;
11058,CO8A1_HUMAN,P27658,1295;
11059,SIA7C_HUMAN,Q8NDV1,256435;
11060,AP3M1_HUMAN,Q9Y2T2,26985;
11061,ZBT45_HUMAN,Q96K62,84878;
11062,PAR15_HUMAN,Q460N3,165631;
11063,CBPC2_HUMAN,Q5U5Z8,79841;
11064,CA129_HUMAN,Q5TGP6,80133;
11065,UNC5D_HUMAN,Q6UXZ4,137970;
11066,MYO6_HUMAN,Q9UM54,4646;
11067,S11IP_HUMAN,Q8N1F8,114790;
11068,CP21A_HUMAN,P08686,1589;
11069,RADIL_HUMAN,Q96JH8,55698;
11070,SP4_HUMAN,Q02446,6671;
11071,HEPN1_HUMAN,Q6WQI6,641654;
11072,MUC7_HUMAN,Q8TAX7,4589;
11073,CPEB3_HUMAN,Q8NE35,22849;
11074,CBPD_HUMAN,O75976,1362;
11075,SO4A1_HUMAN,Q96BD0,28231;
11076,SKA3_HUMAN,Q8IX90,221150;
11077,MSMB_HUMAN,P08118,4477;
11078,LBR_HUMAN,Q14739,3930;
11079,ISL1_HUMAN,P61371,3670;
11080,LSM3_HUMAN,P62310,27258;
11081,PSME2_HUMAN,Q9UL46,5721;
11082,CCL23_HUMAN,P55773,6368;
11083,MYL6B_HUMAN,P14649,140465;
11084,JAM3_HUMAN,Q9BX67,83700;
11085,TEX9_HUMAN,Q8N6V9,374618;
11086,ANR53_HUMAN,Q8N9V6,79998;
11087,DUS12_HUMAN,Q9UNI6,11266;
11088,TIMD4_HUMAN,Q96H15,91937;
11089,NOXO1_HUMAN,Q8NFA2,124056;
11090,IGLL1_HUMAN,P15814,3543;
11091,PCDB7_HUMAN,Q9Y5E2,56129;
11092,SMCE1_HUMAN,Q969G3,6605;
11093,ZN155_HUMAN,Q12901,7711;
11094,DMD_HUMAN,P11532,1756;
11095,ZN639_HUMAN,Q9UID6,51193;
11096,SCLY_HUMAN,Q96I15,51540;
11097,NUD10_HUMAN,Q8NFP7,170685;
11098,DTBP1_HUMAN,Q96EV8,84062;
11099,QKI_HUMAN,Q96PU8,9444;
11100,UBXN7_HUMAN,O94888,26043;
11101,BPIB3_HUMAN,P59826,359710;
11102,PTPRZ_HUMAN,P23471,5803;
11103,VSIG1_HUMAN,Q86XK7,340547;
11104,RGAP1_HUMAN,Q9H0H5,29127;
11105,LPAR3_HUMAN,Q9UBY5,23566;
11106,ACACB_HUMAN,O00763,32;
11107,CLCA4_HUMAN,Q14CN2,22802;
11108,ICOSL_HUMAN,O75144,23308;
11109,RAB4A_HUMAN,P20338,5867;
11110,CE046_HUMAN,Q6UWT4,389336;
11111,VGF_HUMAN,O15240,7425;
11112,FXYD3_HUMAN,Q14802,5349;
11113,CART_HUMAN,Q16568,9607;
11114,OX2R_HUMAN,O43614,3062;
11115,NOS1_HUMAN,P29475,4842;
11116,B4GT4_HUMAN,O60513,8702;
11117,GRAP2_HUMAN,O75791,9402;
11118,SOSB2_HUMAN,Q96AH0,64859;
11119,ARGI2_HUMAN,P78540,384;
11120,BNI3L_HUMAN,O60238,665;
11121,CD2A2_HUMAN,Q8N726,1029;
11122,DIEXF_HUMAN,Q68CQ4,27042;
11123,GP182_HUMAN,O15218,11318;
11124,ANFB_HUMAN,P16860,4879;
11125,VA0D2_HUMAN,Q8N8Y2,245972;
11126,CAMP2_HUMAN,Q08AD1,23271;
11127,SH3Y1_HUMAN,Q96HL8,26751;
11128,DONS_HUMAN,Q9NYP3,29980;
11129,SHOX_HUMAN,O15266,6473;
11130,SOGA2_HUMAN,Q9Y4B5,23255;
11131,F127A_HUMAN,A6ZKI3,8933;
11132,MSH6_HUMAN,P52701,2956;
11133,STOX1_HUMAN,Q6ZVD7,219736;
11134,PARP4_HUMAN,Q9UKK3,143;
11135,NU3M_HUMAN,P03897,4537;
11136,MEP50_HUMAN,Q9BQA1,79084;
11137,CTNA2_HUMAN,P26232,1496;
11138,RN138_HUMAN,Q8WVD3,51444;
11139,CCD94_HUMAN,Q9BW85,55702;
11140,DZIP1_HUMAN,Q86YF9,22873;
11141,NRIP3_HUMAN,Q9NQ35,56675;
11142,COE2_HUMAN,Q9HAK2,64641;
11143,SYT16_HUMAN,Q17RD7,83851;
11144,MREG_HUMAN,Q8N565,55686;
11145,NRBF2_HUMAN,Q96F24,29982;
11146,CPXM2_HUMAN,Q8N436,119587;
11147,ERF3B_HUMAN,Q8IYD1,23708;
11148,ZMIZ1_HUMAN,Q9ULJ6,57178;
11149,ZPR1_HUMAN,O75312,8882;
11150,LRIQ1_HUMAN,Q96JM4,84125;
11151,G3ST1_HUMAN,Q99999,9514;
11152,INSL3_HUMAN,P51460,3640;
11153,FICD_HUMAN,Q9BVA6,11153;
11154,CN148_HUMAN,Q6NXP6,122945;
11155,WDR87_HUMAN,Q6ZQQ6,83889;
11156,NF2L1_HUMAN,Q14494,4779;
11157,PGS1_HUMAN,P21810,633;
11158,OLIG2_HUMAN,Q13516,10215;
11159,RHG20_HUMAN,Q9P2F6,57569;
11160,IOD1_HUMAN,P49895,1733;
11161,FA156_HUMAN,Q8NDB6,29057;727866;
11162,MPV17_HUMAN,P39210,4358;
11163,XXLT1_HUMAN,Q8NBI6,152002;
11164,SH21B_HUMAN,O14796,117157;
11165,MDM4_HUMAN,O15151,4194;
11166,AMPB_HUMAN,Q9H4A4,6051;
11167,CD1B_HUMAN,P29016,910;
11168,CCD34_HUMAN,Q96HJ3,91057;
11169,SPKAP_HUMAN,Q2M3C7,80309;
11170,F134C_HUMAN,Q86VR2,162427;
11171,FIZ1_HUMAN,Q96SL8,84922;
11172,C1S_HUMAN,P09871,716;
11173,FRM4B_HUMAN,Q9Y2L6,23150;
11174,PRPC_HUMAN,P02810,5554;5555;
11175,VPS4A_HUMAN,Q9UN37,27183;
11176,CNEP1_HUMAN,O95476,23399;
11177,TLE2_HUMAN,Q04725,7089;
11178,HECW2_HUMAN,Q9P2P5,57520;
11179,CNST_HUMAN,Q6PJW8,163882;
11180,F71F1_HUMAN,Q96KD3,84691;
11181,CP087_HUMAN,Q6PH81,388272;
